secao_sigla,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas,data
K,3516165.11,2626.06,2931413.88,0.0,1341774185.63,11075792410.68,2667858613.65,511581.72,2043600894.06,356285054.07,839117684.52,19775976.99,8350588.34,36199732.96,646458673.3,529931944.94,37056692.25,2016-06-01
K,4233904.63,0.0,3149645.56,762.2,1878185962.69,6226570207.61,2691876880.08,3001473.88,2334480082.67,418101520.06,1239150321.38,17301376.23,7472412.48,214308196.32,647334873.49,493585302.53,17053340.63,2016-11-01
K,3544185.95,0.0,2243450.38,0.0,1398034791.16,4616279564.04,2627242869.35,204836.14,1684820197.29,301496240.49,943993580.22,14317778.42,10028968.03,40750870.92,588303755.76,467273402.91,43164040.92,2016-08-01
K,3125516.95,0.0,1588272.53,0.0,1498109830.55,4575200676.54,2591653665.78,241805.15,1439841271.89,249499197.37,1049137270.62,27366189.25,10687271.51,40453280.42,576239889.27,342061700.55,10017676.32,2016-02-01
L,24896.12,0.0,54145.96,0.0,86755265.15,48161061.32,4091672.61,2009868.68,175648924.15,38481555.47,41943810.54,100500.55,3392527.15,0.0,70769721.61,1978863.45,5246243.95,2016-12-01
L,37694.24,0.0,9654.35,0.0,80083075.36,34088875.95,1789256.54,580167.04,172086968.85,37693170.2,38825691.07,150338.67,17698036.53,16.0,68466247.06,3828757.69,16634116.64,2016-06-01
L,326693.98,0.0,220588.83,0.0,102786119.27,38926716.13,1699254.6,274356.37,170747641.63,37075025.33,50276430.59,62040.09,3234908.21,83.04,67003435.75,2225134.66,5800691.31,2016-08-01
L,18704.15,0.0,25786.83,317.51,642328815.83,37214957.73,2052640.41,2486213.63,174601408.64,37026817.61,307372508.98,37737.92,3353878.0,0.0,67952843.74,2260264.92,6114315.88,2016-10-01
L,80159.92,0.0,25322.95,4010.58,609998595.38,43076825.44,1466119.9,454979.54,172093066.41,37089889.75,288960877.95,70125.99,3695321.74,455.84,67435982.3,6121497.43,2476225.05,2016-04-01
L,77652.0,0.0,110274.12,0.0,85664979.99,37357224.72,2705334.26,2284701.98,176849283.51,38094086.31,41883355.53,129214.24,3709037.3,23.34,66789241.42,3236231.88,6130185.85,2016-11-01
L,331529.17,0.0,20118.9,0.0,665845588.9,74455863.49,1672259.85,450575.34,205313794.78,44709122.63,329641908.58,35262.11,3584805.49,0.0,71035089.0,3033452.07,3134463.75,2016-01-01
L,86553.29,0.0,38251.26,0.0,612212080.06,58306388.33,2002976.55,299969.81,166337095.49,37846102.16,307731912.17,79548.58,7169756.85,11.47,68419487.36,2384886.31,6077112.93,2016-07-01
L,98069.28,0.0,36898.0,0.0,81134860.09,44451926.37,2019440.18,444264.39,165067609.1,35613947.63,40021550.67,127392.68,3625807.53,0.0,63936988.76,3803059.98,2886627.93,2016-03-01
L,92983.64,0.0,53741.16,0.0,87859641.55,54692615.72,1267076.29,276907.63,168371362.52,36549336.23,41217320.81,77270.18,3604598.08,0.0,65799045.46,4041443.72,4488897.77,2016-05-01
L,92420.71,1144.71,65394.03,0.0,67136492.53,35197813.4,1589599.21,29075896.14,177720894.41,38637741.12,33843595.56,219104.63,4549116.94,243.75,69652483.81,10165189.3,6506441.63,2016-09-01
L,67269.58,0.0,21628.81,1141.33,95526696.57,33706301.53,1969135.45,290774.43,162014318.94,35357833.48,46822619.57,85625.12,3942235.02,16.89,62972343.86,3050582.57,2472410.72,2016-02-01
M,42794707.78,0.0,20426644.5,2428.56,280008857.87,383983084.45,3425458.3,474694.22,304250921.08,69139006.15,109408434.27,18102814.51,36742588.53,19747652.6,375535461.82,7205155.2,6334473.86,2016-08-01
M,35740447.34,0.0,22221039.83,1303.74,247075186.65,445676359.28,3909090.57,327201.48,301917693.87,65662979.1,98247420.98,25791866.46,32249474.16,39416571.34,385383975.35,6604406.45,4857475.5,2016-11-01
M,31878394.3,0.0,19366787.06,0.0,904054325.65,365177771.17,3305034.81,78543.18,270681924.1,60129334.14,370552378.23,30975034.29,49584288.5,18708823.47,376989322.41,20554710.34,3355843.88,2016-07-01
M,39784180.16,0.0,17838545.93,206.26,239429892.2,360697651.55,3768415.67,2477637.7,281973311.63,63766959.71,97538852.89,37192154.04,39306552.25,19771426.49,381116292.39,5496245.08,3473995.02,2016-09-01
M,29625281.24,741.0,21777057.21,0.0,311129932.78,452763811.1,3616135.72,255901.67,301972488.82,68823433.55,128177473.07,33984887.92,37880566.28,22985082.29,430840229.01,6283587.34,4622286.95,2016-12-01
M,38284733.53,0.0,21533713.61,1154.34,1242461235.53,630607195.35,5165999.74,48191.63,372405616.54,83173739.09,536898923.67,31406355.78,42895395.22,6782716.71,421848031.17,7194547.77,5052718.42,2016-01-01
M,35193402.84,0.0,24361152.56,0.0,893960275.34,411478440.46,3557774.07,451408.16,273503323.28,61527104.13,370770864.54,24434001.88,33827476.94,19726420.86,392892249.41,7578231.37,3907452.55,2016-10-01
M,29019820.49,0.0,18575403.82,628.85,829233779.06,402765153.42,4201390.75,23677.01,278352275.65,62729229.0,340111962.67,21801645.46,37599507.57,6784177.56,352130907.91,6237694.91,2677962.93,2016-04-01
M,38539368.5,0.0,16644833.63,419.48,236479348.78,379896485.76,3557772.41,7314.27,279513115.32,63393674.78,94801643.14,23437497.64,38282771.4,18948506.69,364241308.47,10243445.08,5188896.25,2016-06-01
M,28604041.4,0.0,21424387.54,2888.52,289907277.06,335029264.37,3877280.42,34590.78,238782701.58,54284484.35,112630580.57,25700722.65,31717812.65,18724251.31,310666248.9,9901470.86,4684911.5,2016-02-01
M,31675691.1,0.0,16802869.63,0.0,297628886.22,370992427.96,4636089.6,75469.69,232098391.86,52688393.13,124855611.0,24153516.16,36142306.29,30713365.39,327486678.3,6175258.65,3726925.27,2016-03-01
M,34738646.6,0.0,20470382.89,1611.52,257794182.6,366398666.32,3066468.89,78041.46,267573908.22,60068512.95,99419969.81,30763250.34,36683270.56,30764101.57,346869603.15,7917903.23,3546379.16,2016-05-01
N,47135284.18,3652.96,132697114.61,0.0,341354236.54,314653698.08,12239531.89,431150.07,603886384.97,143605487.47,160628360.94,11808721.83,78174527.87,54.25,513157730.22,7415099.2,10868554.64,2016-11-01
N,88732198.43,372.98,202074238.15,194.61,707398326.49,440491735.53,2685453.2,118506.42,667735219.64,165322183.17,352965047.41,13797593.6,94700392.08,86.31,546359651.64,9767316.32,9712620.52,2016-01-01
N,44692025.31,693.86,112411968.91,1306.47,267155200.85,659583103.18,2998089.93,2344939.06,622125236.35,144683945.31,119981150.99,12706601.76,78296700.56,38.17,521159083.74,5904888.36,9304015.9,2016-09-01
N,44565536.2,372.15,131111183.29,0.0,857742051.4,360212018.95,4890488.92,470321.52,578336829.18,137816612.85,380750426.77,14458519.14,79297819.12,37.26,535354028.42,10381679.63,10132864.2,2016-10-01
N,43607928.67,2238.04,82814802.97,238.75,911225322.72,329196469.02,3153735.71,90184.08,585869582.93,137074613.49,399797157.38,15429094.24,103000554.95,48.06,516422630.73,9180180.11,11070622.87,2016-07-01
N,70829164.78,0.0,179264234.87,7891.77,276486739.66,296025158.83,2232348.19,94949.0,561551883.01,130844443.78,118025397.99,16082776.09,85361290.5,33.93,466224171.87,7090216.65,9862784.9,2016-02-01
N,50846381.74,0.0,70619359.82,670.04,240899377.36,310929843.33,2913247.18,56364.24,572389855.88,134207304.47,126143261.5,13727456.27,79856474.68,53.46,508948867.96,7681251.67,11080525.42,2016-06-01
N,67709004.17,0.0,192837623.4,115.88,243296907.9,356624247.56,2195891.95,65172.05,601686056.68,141426563.47,122966258.88,13250263.99,81571527.04,33.93,479230924.0,11294240.11,9879686.64,2016-03-01
N,50639366.03,0.0,484457644.17,0.0,286634236.29,409801872.97,2114413.01,291456.17,564965718.45,133838918.9,126565586.49,18671611.72,81670623.35,33.93,495016072.17,6856093.14,9575050.51,2016-05-01
N,40985895.21,0.0,236686000.98,31.59,357725101.49,507258582.42,2683006.8,432222.26,672274662.33,154729713.86,166078344.98,17728080.21,79458323.34,55.89,532111422.45,11642004.52,9813640.93,2016-12-01
N,45503051.87,735.94,90771470.8,105.6,269545422.51,333345778.26,2649547.36,118616.31,603307023.68,142752950.96,129478208.16,15968370.21,77667035.4,37.26,511401849.44,8977906.56,10775824.37,2016-08-01
N,45417415.91,180.0,108397378.74,474.69,939829424.88,368913029.65,2731099.03,93939.17,573587685.84,134748240.64,412351644.2,16787284.75,83127645.12,33.93,496664519.0,7468861.61,10085983.82,2016-04-01
O,57967.29,0.0,266997.37,16388.79,22539683494.98,2155481244.92,51116.09,27956.55,14582074.57,729196856.35,2949694.0,167927.92,50312118.73,1703646248.87,322398656.31,22540234793.74,1035090494.02,2016-10-01
O,42386.13,0.0,305635.37,5092.26,4736508.04,1878337616.79,74763.64,57903.8,23300771.84,1048289955.77,2179235.38,149454.48,39385482.15,1691097903.13,333362732.05,68813762.52,2016391791.05,2016-01-01
O,42141.41,0.0,416076.15,0.0,207639823.28,2122434000.3,22853.73,2427.89,17041813.42,768411751.94,3496355.51,68447.5,53051187.79,1701169957.38,319771482.92,216016522.84,1018426849.24,2016-08-01
O,36108.92,0.0,436763.38,16389.31,4176424.47,3545429473.05,36958.92,15768.82,17166901.86,740329691.27,2314794.15,161421.55,52289817.73,2985175531.29,380690296.13,12557750.01,974733593.81,2016-11-01
O,68395.85,0.0,405833.15,0.0,19906245.55,1957105804.26,43647.24,42494.6,19470924.5,830578906.68,8870769.49,177310.62,33573479.37,1615997413.94,309948754.69,11733536.37,3325967542.68,2016-04-01
O,95192.5,0.0,476878.31,0.0,95595804.87,2003893838.48,41338.43,15762.48,19978306.24,838297740.97,3953521.66,36729.88,36487440.14,1725326446.35,283094754.34,97921286.61,1020569477.75,2016-05-01
O,60023.08,0.0,446524.36,0.0,84631098.0,1988649862.15,35309.74,2924.92,18393189.44,859079556.12,2567003.77,58960.41,60095030.93,1611754567.42,337013563.57,90054792.72,1249713558.72,2016-06-01
O,49620.77,0.0,1130156.19,0.0,86784041.77,1999002814.39,30781.57,484.65,16390128.72,862695148.94,2402509.06,139090.38,57229017.14,1607056257.19,312721925.91,93224685.76,1138708902.99,2016-07-01
O,122272.87,0.0,216658.34,0.0,24783732.12,1935678545.75,80973.31,2530.83,23930280.31,931423612.97,11919931.33,104481.32,39313435.67,1657348005.48,354563875.2,8946646.84,1788290847.31,2016-03-01
O,40089.19,0.0,1711765.92,17324.47,9529941.75,3097222555.17,42826.24,896896.26,23482439.31,842789808.97,1978228.41,355296.98,61526671.58,2394916398.54,724195376.62,27929006.06,1121147686.64,2016-12-01
O,65355.61,0.0,157571.61,0.0,15966262.26,1976282889.29,44070.51,1513.26,21652658.2,980218869.19,6894432.07,17337.39,56276882.84,1579141891.36,298187775.16,170443542.41,1917933781.09,2016-02-01
O,77672.98,0.0,560260.68,16776.29,416917540.1,2152496552.51,46139.7,3399938.06,19845109.84,852490444.88,3077120.69,68594.74,48778877.73,1718977037.25,310634615.18,418042699.05,1062023989.28,2016-09-01
P,346657.99,0.0,209960.72,283.28,30163608.33,1021029333.86,395670.28,16016.59,40648976.67,39618289.01,11822340.71,247743.6,20625425.56,1126720868.21,279593498.1,4361089.76,4179685.91,2016-11-01
P,462533.34,0.0,339014.97,334.29,42626506.84,631553789.65,348066.02,8229.31,44345817.71,41363139.03,14800864.43,907707.93,30417910.36,571046279.57,279098807.48,6959526.26,4989501.27,2016-05-01
P,252422.33,0.0,234900.94,0.0,87648072.95,622243241.04,280386.64,8702.96,47917691.06,39534199.46,34445511.48,296108.35,26710067.94,554191271.05,295270850.95,4420532.52,4216435.15,2016-04-01
P,300001.66,0.0,320956.45,219.7,88601207.41,727422932.55,1643888.28,6336.29,44020293.32,41168727.31,35396218.22,125394.09,48967119.31,586454386.75,316996657.32,2828637.09,4468438.94,2016-07-01
P,448216.91,0.0,170234.24,0.0,41847793.67,575412092.64,298677.31,1837.51,40376232.45,42659458.93,16732277.88,236442.4,29331476.97,553251305.68,266429180.56,6547859.4,2760724.12,2016-02-01
P,439542.72,0.0,339089.87,0.0,59729828.91,808918899.7,328350.37,13566.52,54039149.11,45676854.32,13707751.55,210976.36,50012364.69,714992561.26,316516464.67,18592334.98,13825829.69,2016-12-01
P,362929.48,0.0,225731.52,0.0,30284223.41,631703110.66,453352.59,148121.83,43188384.15,38669643.52,11236183.92,664589.73,19742165.26,570914816.42,287679133.79,2558144.63,3438757.73,2016-09-01
P,262039.89,0.0,134367.03,86.22,69862399.49,658069091.16,389775.85,21844.34,45428255.88,39537110.29,28539346.16,131024.83,20316353.02,618525996.7,285315456.31,2526299.28,3691418.99,2016-10-01
P,268212.53,0.0,341565.94,0.0,82476213.07,876019445.56,326829.33,8866.93,42712767.15,54235408.69,35796496.44,137814.5,20831863.34,542802558.95,284875385.11,3061911.16,2486185.15,2016-01-01
P,417651.18,0.0,307599.52,27.52,32025795.55,655435243.95,3678569.56,1161.38,43524758.35,40873111.87,12602813.47,294192.0,22003815.46,539700017.74,292532037.16,6215926.7,8071036.27,2016-06-01
P,379730.01,0.0,156617.07,947.3,47780858.97,546250078.17,384028.0,7897.25,41148909.6,42364342.56,18515320.34,366476.91,21900525.55,554945905.21,280522123.84,3270479.22,3841406.49,2016-03-01
P,346812.85,0.0,128898.69,0.0,32147554.07,634267994.39,459409.0,14113.25,41125991.29,41267107.63,12693135.3,195762.78,20358584.98,595086305.69,288416612.31,5045589.45,4987858.96,2016-08-01
Q,2277806.57,1208.31,1048615.67,928.15,111909510.74,342775938.88,135714.87,3175.25,183013181.2,61643874.78,54250416.73,853352.59,21793432.91,9697954.08,271775141.16,8665771.39,5353479.12,2016-06-01
Q,1393436.63,2266.36,382307.11,1508.21,144399000.54,329771772.77,297772.28,2697.95,165827858.08,59032809.7,68430555.65,559819.81,21357909.43,9665581.45,261683083.15,12219191.23,3917005.36,2016-05-01
Q,962836.82,0.0,684443.1,11164.95,523985967.46,481050579.8,146768.22,5423.78,174552405.37,69932329.08,253195923.04,709512.07,19235720.1,9735506.27,255757714.13,12737965.55,3209334.83,2016-01-01
Q,731674.83,0.0,401072.76,750.92,110449491.7,320124082.45,282199.26,4492.71,158575661.06,58411277.54,55088103.28,842299.62,20008682.11,9589437.03,235508851.33,3738645.11,3419950.21,2016-02-01
Q,1064371.5,1366.09,489438.33,0.0,528490445.53,338111556.43,118301.86,13020.39,185701003.97,59403244.69,262293386.54,1065276.87,20784541.09,1547818.68,290359309.26,4810983.6,4953136.76,2016-10-01
Q,837291.16,0.0,484765.35,925.44,132720324.03,320722204.04,146623.41,3789.3,147431286.55,53911491.24,55249668.39,750818.46,22261625.48,9649238.29,253438260.77,3834651.65,5254555.09,2016-03-01
Q,3127850.86,0.0,1011141.59,862.37,475607948.05,341327907.68,123740.69,3604.42,176683584.62,60498454.69,237028138.87,657765.82,21491003.78,9667632.52,261859529.93,2765196.29,4118608.56,2016-04-01
Q,2412410.11,2138.28,269107.01,444.95,112970664.81,403949568.2,223009.14,37634.53,182842447.49,65676944.51,56306223.52,386011.91,17933404.3,1629126.97,299925766.22,46716340.68,5043816.2,2016-12-01
Q,2311139.97,485.3,582628.06,14788.42,558145810.7,352100776.83,128803.68,3318.82,192441248.63,62676839.17,274779424.37,895026.37,51600708.19,9629687.61,279346475.0,4358446.73,4195715.27,2016-07-01
Q,696857.9,4437.27,187692.29,3027.68,151482964.16,351457808.52,171541.87,6886.86,187003658.76,61814826.71,73491107.81,882333.68,18645127.2,10149333.61,279119000.24,2968696.61,6547121.16,2016-08-01
Q,3425014.39,0.0,269238.55,499.14,142397930.63,351813779.11,121638.22,4201.5,186078499.75,59289742.68,70864863.22,965664.0,19916770.03,3014274.14,289787243.84,96050159.08,4418473.15,2016-11-01
Q,833837.59,108.54,310028.48,1399.31,263210804.66,337720176.14,123749.26,96523.52,214808187.32,64301671.34,109451015.21,752285.03,18897579.03,1561117.68,287529959.45,27523068.5,6095410.02,2016-09-01
R,419366.13,0.0,149932.34,0.0,39844617.56,56971584.03,101668.12,5445.16,27832972.7,8431538.54,17111237.98,99515.34,4280995.86,764617.06,66665778.47,1007909.76,674936.16,2016-04-01
R,260799.66,0.0,125413.12,0.0,13080615.76,74515235.09,100347.05,6341.12,24455705.8,7997331.88,5846956.42,73162.06,4112182.18,793572.09,65287874.35,1083530.94,1237504.61,2016-03-01
R,216028.87,0.0,118385.72,427.22,42194128.45,47327465.73,109586.5,28578.96,23769554.44,7033471.39,17404068.31,69132.84,4518525.25,795415.87,67062182.77,1110401.6,1258051.42,2016-10-01
R,429090.2,0.0,475328.12,0.0,12102231.86,50800438.96,651320.43,9753.01,19168373.13,6907971.07,7007200.94,62423.43,4038319.07,763935.65,65149081.72,1074704.19,981644.99,2016-05-01
R,827376.71,0.0,377047.24,0.0,34748607.05,63899564.28,74829.26,3401.12,109192931.4,6604440.91,15939025.73,67341.62,7525577.48,760778.86,65804841.02,1108614.95,877156.8,2016-07-01
R,207214.47,0.0,321992.36,0.0,30690739.35,57137972.86,101507.24,18606.75,32013823.95,9079248.81,14553959.84,54558.81,3215545.07,821101.35,66839964.89,1088879.46,1578124.03,2016-12-01
R,1357693.91,0.0,919825.17,0.0,10787238.39,52550094.34,336524.95,2438.36,20202028.41,7046558.43,5132733.52,77944.49,4320985.32,763781.03,65067571.51,1366710.66,1616504.9,2016-06-01
R,394247.81,0.0,215736.8,0.0,17374263.35,55317964.69,115670.9,16631.17,26899765.74,7865087.59,7633165.47,54853.6,3316882.33,1586049.0,65476342.5,834732.05,1525945.25,2016-11-01
R,276765.44,0.0,94700.1,0.0,24187552.61,59448630.45,1073450.83,3362.21,25202939.47,8243969.72,8622371.09,262021.34,4261998.04,753358.12,63640704.9,981617.36,698472.75,2016-02-01
R,302892.61,0.0,186660.03,0.0,44782564.41,70650180.07,114208.66,5766.74,23623665.46,9260870.75,21861366.32,51866.77,4262822.39,730908.08,68616112.27,1104244.85,1093912.34,2016-01-01
R,351485.29,0.0,153059.92,0.0,15181618.75,53329213.98,277628.44,11715.88,24952635.4,7500265.22,6497208.24,76417.71,4668261.88,802650.51,67069716.27,858266.11,1303887.77,2016-08-01
R,315660.3,0.0,314713.86,0.0,15926753.69,58837031.61,155065.2,292145.98,23985811.56,7152727.32,7166399.22,76441.22,3757360.51,801206.43,66093725.31,793242.05,1194050.99,2016-09-01
S,1551404.88,655.0,1581060.89,0.0,10590492.13,184509174.79,232382.46,775483.83,39499466.56,19752357.35,4847622.49,579324.27,8595427.63,3204170.81,160589139.46,17338592.2,2286493.0,2016-09-01
S,2483474.28,1075.52,2339381.11,0.0,11882130.9,196333907.98,211466.83,29873.46,37977718.08,20869745.38,5415590.08,1070981.72,7913315.5,3203361.87,161472104.92,6445962.21,2986198.8,2016-08-01
S,2403119.6,0.0,2608427.63,0.0,9147892.24,238282418.24,368636.54,66039.5,39854047.78,27248003.88,4611130.97,1054317.93,7907367.33,3414526.96,167440540.38,5641660.43,2690213.43,2016-12-01
S,1509112.54,0.0,1748261.65,758.7,24881599.89,187669277.22,234420.7,27185.92,35302935.29,20103706.82,11759312.55,1040545.82,18778571.83,3041754.32,160173444.33,6249163.86,2605724.76,2016-07-01
S,1065405.1,0.0,1785035.36,124.67,26455549.38,193386992.48,198596.31,172668.28,35580546.88,20075451.02,11070648.13,250219.04,7962425.62,3229143.54,164493019.55,6943616.44,2976305.43,2016-10-01
S,1979513.92,548.1,1758569.33,1486.33,15243413.08,180246360.29,525836.16,27786.39,30824630.16,19624404.8,8989415.48,1060995.53,10067300.59,2935098.91,145933724.74,5401190.97,1955689.49,2016-02-01
S,2182092.08,1318.52,2427727.19,0.0,10061446.2,185093692.27,363837.4,28139.52,38230296.61,20951293.92,4944604.19,399417.34,9494074.68,3075289.63,156364479.36,7010536.96,3874333.66,2016-06-01
S,1475477.15,0.0,1928737.68,0.0,25091162.76,180916282.73,246010.32,17066.07,35959806.29,19609821.92,11407881.45,693481.4,9541944.4,3063801.81,157181468.36,14044201.83,2191573.8,2016-04-01
S,2378619.62,0.0,2507786.68,0.0,26169538.3,270122075.49,187239.52,27647.69,49418974.36,26535891.81,12286601.3,1623694.06,9972171.12,3002197.9,173262148.57,5437160.8,3226731.64,2016-01-01
S,2247812.07,40.19,6402596.94,386.07,10987895.37,180237490.63,251416.47,48905.7,36242928.86,19664961.55,4907700.81,701191.59,9311469.61,3039014.23,152208741.82,52573306.33,2296950.97,2016-03-01
S,1346867.24,170.26,1439333.2,0.0,11808390.49,199908592.35,181601.59,254440.53,39985370.65,20988490.01,5394385.83,1245155.77,7943673.95,6349048.84,160557925.25,7619914.57,2592706.6,2016-11-01
S,2688403.57,0.0,2641241.51,0.0,12726482.83,189263383.66,288099.63,26871.65,36454924.2,20363462.1,5313705.44,890264.49,17445035.65,3086642.3,156920893.27,5234109.61,3371729.27,2016-05-01
T,0.0,0.0,0.0,0.0,4206.17,39003.62,0.0,0.0,34590.56,7901.28,4253.71,0.0,0.0,0.0,1465418.06,2403.58,235.95,2016-10-01
T,168.13,0.0,0.0,0.0,131.49,34362.53,0.0,0.0,22166.58,5044.78,82.18,0.0,1813.9,0.0,1023937.74,814.9,266.67,2016-03-01
T,1031.96,0.0,0.0,0.0,369.97,40873.42,0.0,0.0,26125.69,5739.16,231.23,0.0,161.96,0.0,1147456.68,1302.54,1259.52,2016-05-01
